,ID,FULL TEXT,CREATED AT
10,1328929633312522241,"මම කාලෙකට කලින් රුපවාහිනේ #news බලන එක නතර කරපු එක හොදයි කියලා දැන් හට හිතෙනවා...
ඇයි යකො නිකන් #චින_සර්කස් එකක් ලයිව් පෙන්නනවා වගේ..

සමහරු අමුවෙන් මාලු කනවා..
තව අය එක එක කොලන් කරනවා චින සර්කස් පරාදයි...",2020-11-18 05:14:49
11,1328702000188387329,"ජාත්‍යන්තර ක්‍රිකට් සඳහා තොරතුරු තාක්ෂණය හා නවීන තාක්ෂණික පහසුකම් සහිත නවීන ක්‍රීඩා නගරයක් සූරියවැව ප්‍රදේශයේ ඉදිරි කිරීමට යෝජනා..
#Budget2021LK #Sports https://t.co/tk4ShU35kU",2020-11-17 14:10:17
12,1328701881107922944,"කෘත්‍රීම ධාවන පථ 15ක් ඉදිකිරීමට අයවැයෙන් යෝජනා....
#Budget2021LK #Sports @RajapaksaNamal https://t.co/3pv3jebWLH",2020-11-17 14:09:49
13,1328687618695913472,"ශිෂ්‍යත්ව ප්‍රතිපලයෙන් උගතහැකි දේ ?

පාන්දර 5 සිට රෑ 10 දක්වා ටියුශන් යාමෙන් නොව ගෙදර සිට පාඩම් කිරීමෙන් උපරිම ප්‍රතිපල ලබාගට හැකි බවයි 
#ThankyouCovid

#උගත්පාඩම්කොමිසමේපණිවිඩයක් 

#sideeffectofcovid19 #Covid_19 #SriLanka #education",2020-11-17 13:13:08
14,1328684314339332097,Spotify සමාගම විසින් Podcasts සඳහා subscription එකක් හඳුන්වාදීමට සූදානම් වන ලකුණු #TechNewsLK #SriLanka #News https://t.co/ThlvlVPqUL,2020-11-17 13:00:00
15,1328661665135554562,2021 වසරේදී Galaxy Note මාදිලියක් නිකුත් කිරීම අතහැරදැමීමට Samsung සමාගම සූදානම් වන ලකුණු #TechNewsLK #SriLanka #News https://t.co/NkYRDY7unu,2020-11-17 11:30:00
16,1328626066852868097,දැන් බැසිල් නැතුව මේක කරන්න බෑ කියනවා බැරි එකාට මොකා ගෙනාවත් බෑ තමයි https://t.co/ITtwIKjZ8C #srilanka #lka #news #news #breaking #today #president,2020-11-17 09:08:33
17,1328626064818659328,පොලීසියට තවත් නිරෝධායන මධ්‍යස්ථානයක් https://t.co/ueJrNopgGX #srilanka #lka #news #news #breaking #today #president,2020-11-17 09:08:33
18,1328567068975894530,"අමාත්‍ය මණ්ඩල තීරණ දැනුම් දීමේ මාධ්‍ය හමුව අද(17) පෙ.ව 11.30 ට ෆේස්බුක් පිටුව ඔස්සේ  සජීවීව බලාපොරොත්තු වන්න
#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #Press #CabinetDecisions #infodprtsl https://t.co/AaChQFLwGr",2020-11-17 05:14:07
19,1328495570219012096,Spotify භාවිතයෙන් Podcast අසන්නන් හට Your Episodes නම් නව අංගයක් එක් කිරීමට කටයුතු කරයි #TechNewsLK #SriLanka #News https://t.co/cTV2nnd7Us,2020-11-17 00:30:00
20,1328301180053712897,පහේ ශිෂ්‍යත්වයෙන් 200/200 අරන් වාර්තා තැබූ හපන්නු 10 දෙනා https://t.co/OlpDclEokE #news- sri lanka #feedly,2020-11-16 11:37:34
21,1328293778873085952,ශිෂ්‍යත්ව විභාගයේ මෙවර 200 ලබාගත් සිසුන් 10 යි අධ්‍යාපන අමාත්‍යාංශයේ ලේකම්ගේ ප්‍රකාශය https://t.co/dZfIz0I3Dq #srilanka #lka #news #news #breaking #today #president,2020-11-16 11:08:10
22,1328236228617990146,"කොවිඞ් -- 19 ලෝකයේ තවමත් 01, ඇමෙරිකාව. ලංකාව 100 https://t.co/w8dwq2DIgf #news- sri lanka #feedly",2020-11-16 07:19:28
23,1328236122678259712,1500m ලෝක ශූරයාට ඔලිම්පික් අහිමි වෙයි https://t.co/4ZBpLKSP19 #news- sri lanka #feedly,2020-11-16 07:19:03
24,1328224582449254401,"පෞද්ගලික මුදලින් විල්පත්තුව නැවත වගා කිරීමට උපදෙස් #news 

අවුලක් නෑ
එක ගහක් රුපියල් 50,000 කට විකුණලා
 
පැලයක් රු.300 කට අරන් හිටෙවනවා  :(",2020-11-16 06:33:12
25,1328223779579785217,Python ක්‍රමලේඛ භාශාවේ නිර්මාතෘවරයා වන Guido van Rossum මහතා Microsoft සමාගමට සම්බන්ධ වෙයි #TechNewsLK #SriLanka #News https://t.co/wAHMlS82Xl,2020-11-16 06:30:00
26,1328203223144951809,"අන්‍තිමට මම විතරයි ශිෂ්‍යත්වය ෆේල් වුනේ,
හැමෝම පාස් වෙලා.😥
#පහසමත් #SriLanka #lka #education",2020-11-16 05:08:19
27,1328142528890118144,"🇱🇰 ලංකාවේ තියෙන විභාග වලින් දිස්ත්‍රික් මට්ටමේ ප්‍රථිපල ලබාදෙන්නේ 

1️⃣ ශිෂ්‍යත්ව විභාගය 
2️⃣ උසස් පෙළ විභාගය 

#lka #examresults #education",2020-11-16 01:07:09
28,1327982187266797568,2021 වර්ෂයේදී tablet පරිගණක සහ notebook එළිදැක්වීමට Oppo සමාගම සූදානම් වෙයි #TechNewsLK #SriLanka #News https://t.co/LDVraP75qW,2020-11-15 14:30:00
29,1327967087545892864,Qualcomm සමාගමට Huawei සමාගම සමඟින් ගණුදෙනු කිරීමේ අවසරය ලබාදීමට ඇමෙරිකාව කටයුතු කරයි #TechNewsLK #SriLanka #News https://t.co/JYlP3fAO6f,2020-11-15 13:30:00
30,1327959537102438402,Thanksgiving Day එක සඳහා Zoom සේවාවේ free meetings සඳහා වන මිනිත්තු 40 ක සීමාව ඉවත් කිරීමට සුදානම් වෙයි #TechNewsLK #SriLanka #News https://t.co/ISG1doRCdO,2020-11-15 13:00:00
31,1327944437972963328,මිනිසුන් යොදාගෙන සිදු කරන ලද ලොව පළමු Hyperloop Test එක සාර්ථකව අවසන් කිරීමට Virgin Hyperloop සමාගම සමත් වෙයි #TechNewsLK #SriLanka #News https://t.co/tT2HeRitAb,2020-11-15 12:00:00
32,1327914012693000193,"2020.11.15
ජනපති බදාදා ජාතිය අමතයි.

ජනාධිපති අතිගරු ගෝඨාභය රාජපක්ෂ මැතිතුමා ජාතිය අමතා කරන විශේෂ ප්‍රකාශය 2020-11-18 රාත්‍රී 8.30ට සියලුම රූපවාහිනී සහ ගුවන් විදුලි නාලිකා ඔස්සේ විකාශය කෙරේ. 
#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News https://t.co/2ppfNX1aiN",2020-11-15 09:59:06
33,1327869348254519301,"කොළඹ කොවිඩ් මඩින්න මහනගර සභාව, බුද්ධි අංශ හා එක්වෙයි
#lka #news #SriLanka #COVID19SL #COVID__19 #CovidVaccines #PCR https://t.co/ByNyqOiw3h",2020-11-15 07:01:37
34,1327866328661839872,"බස්නාහිර බස් සේවකයන් 20 කට කොරෝනා! 
#lka #news #SriLanka #COVID19LK #COVID__19 #publictransport https://t.co/dmDPxCs1oP",2020-11-15 06:49:37
35,1327865952248102913,"ලක්විජය නැවත බිඳ වැටෙයි: වැඩකරන්නේ එක ඒකකයයි ! 

#lka #NEWS #SriLanka #electricity #poweroutage https://t.co/jc2uddbsnn",2020-11-15 06:48:08
36,1327864701586350080,"🛳ශ්‍රී ලංකා වරාය අධිකාරියේ සභාපතිතුමාගේ විශේෂ පණිවිඩය

#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl #Coronavirus #Covid #Corona #Staysafe #Socialdistancing #Virus #Coronav #Pandemic #SLPort https://t.co/UfpICDturF",2020-11-15 06:43:10
37,1327819591989547009,"20% අයත් නොවන කොටසට එන්නත් බෙදීම පෞද්ගලික අංශයට ! 
#lka #NEWS #SriLanka #COVID19LK #COVID__19 #CovidVaccines https://t.co/NJEvWNb7Aq",2020-11-15 03:43:55
38,1327602313637158918,Netflix සේවාව සඳහා Fast Laughs නමින් නව විශේෂාංගයක් එකතු වන ලකුණු #TechNewsLK #SriLanka #News https://t.co/A45CPwGXik,2020-11-14 13:20:31
39,1327589550403715072,"Headphones හෝ Earbuds නොමැතිව, ඔබේ හිස තුළට සංගීතය සම්ප්‍රේෂණය කළ හැකි නව උපාංගයක් නිපදවන්නට ඊශ්‍රායෙල පර්යේෂකයින් පිරිසක් සමත් වෙයි #TechNewsLK #SriLanka #News https://t.co/R6xMbxLVgJ",2020-11-14 12:29:48
40,1327523028884811776,"සියලු ම හින්දු බැතිමතුන්ට සුබ දීපාවලි දිනයක් වේවා!!
இனிய தீபாவளி நல்வாழ்த்துக்கள்!!
#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl https://t.co/B2GCsLra7a",2020-11-14 08:05:28
41,1327494690279542785,"මත්ද්‍රව්‍යට ඇබ්බැහි වූ පුද්ගලයින් සහ ඔවුන්ගේ පවුල් වල සාමාජිකයින්ට අවශ්‍ය වන උපදේශන සේවාවක් සැපයීම සඳහා 1927 ක්ෂණික දුරකථන සේවාවක් හඳුන්වා දෙයි
අන්තරායකර ඖෂධ පාලක ජාතික මණ්ඩලය 
#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl https://t.co/G4DQQ6QJ2l",2020-11-14 06:12:52
42,1327489534938943489,"ජ්‍යෙෂ්ඨ මාධ්‍යවේදී සහ ප්‍රවීණ කලා ශිල්පි ""සිඩ්නි චන්ද්‍රසේකර"" අභාවප්‍රාප්ත වෙයි..
  
#lka #News #SL #SydneyChandrasekara https://t.co/polNZinjb9",2020-11-14 05:52:23
43,1327477010130743296,"රවී ජයවර්ධන විපක්ෂ නායක ලේකම් ධූරයට ! 
#lka #news @sajithpremadasa #politics #PoliticsToday https://t.co/Ulg7X0y7Iv",2020-11-14 05:02:37
44,1327476663622512641,"“අනන්තයෙන් ආ තරු කුමරා"" ලියූ සිඩ්නි මෙලොව හැර යයි ! 
#lka #news #obituary #journalist https://t.co/JYayhRsWF4",2020-11-14 05:01:14
45,1327257411116167168,Harmony OS Stable version එක ලැබෙන දුරකථන මාදිලි පිලිබඳව තොරතුරු නිකුත් කිරීමට Huawei Central වෙබ් අඩවිය කටයුතු කරයි #TechNewsLK #SriLanka #News https://t.co/jUAI8tjt5c,2020-11-13 14:30:00
46,1327249863482908674,Spotify සේවාවේ ඇති ප්‍රයෝජනවත් විශේෂාංග දෙකක් YouTube Music සඳහා නුදුරේදීම ලබාදීමට කටයුතු කරන ලකුණු #TechNewsLK #SriLanka #News https://t.co/c5OVIYPSpV,2020-11-13 14:00:01
47,1327249023292506112,"2020.11.13
අද දින කොරෝනා මරණ 5ක් වාර්තා වූ බව තහවුරු කරයි    
#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #Virus #Coronav #Pandemic https://t.co/zzH5qjGhwP",2020-11-13 13:56:40
48,1327246972193972229,"බලන් ගිහාම ලන්කාවේ බහුතරයක්  social media වල තනිකඩ අයනේ 🤣🤣🙂

#SriLanka #SriLankan #sinhala #ALONE #AloneTogether #fake #FridayFeeling #තනිකඩයින් #news",2020-11-13 13:48:31
49,1327187446694440965,ගාල්ලේ වැඩිම ආසාදිතයින් බලපිටියෙන් https://t.co/2v7jyoLr6bගාල්ලේ-වැඩිම-ආසාදිතයින්-බලපිටියෙන්/1-581978 #news- sri lanka #feedly,2020-11-13 09:51:59
50,1327187066271133696,ලෝක සෞඛ්‍ය සංවිධානයේ නායකත්වයට උර දෙන්න චීනය සූදානම් https://t.co/2v7jyoLr6bලෝක-සෞඛ්‍ය-සංවිධානයේ-නායකත්වයට-උර-දෙන්න-චීනය-සූදානම්/1-581982 #news- sri lanka #feedly,2020-11-13 09:50:29
51,1327173567738331136,නැණස රූපවාහිනි චැනලයේ 10වන ශ්‍රේණියේ විද්‍යාව. පාඩම ශක්තිය. අලියෙක්ට පහර දෙමින් විශාල කොටයක් අද්දවන වීඩියෝවකින් පාඩම පටන් ගනී. #lka #education,2020-11-13 08:56:50
52,1327169828436779013,"මිනිසාගේ මූලික අයිතීන් සුරක්ෂිත නොවන විට, සාමයද මිනිස් සබඳතා ද පිරිහී යයි. සොරකම මං කොල්ල කෑම, වැඩි වුවහොත් මානසික අසහනයද වර්ධනය වන්නේය
(part 3) #SrLanka #LKA #BuildSriLanka #nadundon #spiritual #development #education #politics #Constitution #slpolitics",2020-11-13 08:41:59
53,1327077147010158593,macOS එකේ අලුත්ම සංස්කරණය වන macOS Big Sur සංස්කරණය නිකුත් කිරීමට Apple සමාගම කටයුතු කරයි #TechNewsLK #SriLanka #News https://t.co/lNk0zwA4OC,2020-11-13 02:33:42
54,1326872286545129473,"📌2020.11.12 📌
අද දින තවත් කොවිඩ්-19 ආසාදිතයින් 277ක් හඳුනාගනී
#DGI #Government #Information #Department #News
#Srilanka #Covid19 #Coronavirus #StaySafe #SocialDistancing #Virus #Pandemic https://t.co/k1RuP1hQmu",2020-11-12 12:59:39
55,1326844313884647424,[DIG Ajith Rohana] පොලිස් මාධ්‍ය ප්‍රකාශක නියෝජ්‍ය පොලිස්පති අජිත් රෝහණගේ විශේෂ ප්‍රකාශය https://t.co/RA69Iojozd #srilanka #lka #news #news #breaking #today #president,2020-11-12 11:08:30
56,1326842043205758977,YouTube සේවාව යථා තත්වයට පත්කිරීමට Google සමාගම කටයුතු කරයි #TechNewsLK #SriLanka #News https://t.co/EmNH4HbelL,2020-11-12 10:59:29
57,1326796390727639041,"🌳මාධ්‍ය නිවේදනය හා මාර්ගෝපදේශ මාලාව - මධ්‍යම පරිසර අධිකාරිය

#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #Coronavirus #Covid #Corona #Staysafe #Socialdistancing #Virus #Coronav #Pandemic https://t.co/Xc5q4WahJA",2020-11-12 07:58:04
58,1326785792275075072,කඩුවෙල මංචි කම්හලෙන් ආසාදිතයින් 04 ක් https://t.co/HD0l5AOosl #news- sri lanka #feedly,2020-11-12 07:15:58
59,1326779483718889472,"👉2020-11-12 දිනට අදාළ කොවිඩ්-19 වෛරසය සම්බන්ධ ප්‍රස්ථාරික නිරූපණය

#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl #Coronavirus #Covid #Corona #Staysafe #Socialdistancing #Virus #Coronav #Pandemic https://t.co/pEHICjq6po",2020-11-12 06:50:53
60,1326778683290505217,"නිවාඩුවට යමු උඩ දියලුම

https://t.co/mEvWynZ5fy

#BottomlineNews #BottomLine #SriLankaNews #News #COVID19SL #SriLanka #lka #today #government #business #police #covid19 #lknews #slnews #president #Entertainment #Art",2020-11-12 06:47:43
61,1326691189265891329,කැමරා 8ක් සහිත ඡංගම දුරකථනයෙන් වෙනුවෙන් Patent බලපත්‍රයක් ලබා ගැනීමට චීන සමාගමක් කටයුතු කරයි #TechNewsLK #SriLanka #News https://t.co/xLgA5roSoE,2020-11-12 01:00:02
62,1326532636706185218,Apple Silicon M1 chip එක මගින් බළගැන්වෙන MacBook Air පරිගණක මාදිලියක් එළිදැක්වීමට Apple සමාගම කටයුතු කරයි #TechNewsLK #SriLanka #News https://t.co/Mk5nafiu6s,2020-11-11 14:30:01
63,1326517536939155456,Huawei සමාගමෙහි Harmony OS එකෙහි පළමු beta version එක දෙසැම්බර් 18 වනදා නිකුත් කිරීමට සූදානම් වන ලකුණු #TechNewsLK #SriLanka #News https://t.co/YfUMHg2EOS,2020-11-11 13:30:00
64,1326513815886979076,"👉අග්‍රාමාත්‍යතුමාගේ ප්‍රධානත්වයෙන් දීඝවාපී චෛත්‍යයේ ප්‍රතිසංස්කරණ කටයුතු ඇරඹෙයි
@PresRajapaksa
#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #PrimeMinister #MahindaRajapaksha #MR https://t.co/npUnb24sZ4",2020-11-11 13:15:13
65,1326493538515816458,"♦️2020-11-11 දිනට අදාළ කොවිඩ්-19 වෛරසය සම්බන්ධයෙන් වසංගත රෝග විද්‍යා අංශය මඟින් නිකුත් කරන තත්ත්ව වාර්තාව 
#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl #EpidemiologyUnit #SituationReport https://t.co/xpjUVvX3D1",2020-11-11 11:54:39
0,1331283595739197440,අහිංසක මිනිස්සුන්ට දැන් උසාවි වැහුවට VVIP අයට උසාවි ඇරලා ඇප හම්බ වෙනවා https://t.co/z5dV79tNWC #srilanka #lka #news #news #breaking #today #president,2020-11-24 17:08:37
1,1331279879795478533,"2020.11.24
කොරෝනා මරණ 4ක් වාර්තා වී ඇති බව තහවුරු කරයි
#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #coronavirus #Covid #Corona #Staysafe #Socialdistancing #Virus #Coronav #Pandemic https://t.co/QdrtDUuvxj",2020-11-24 16:53:51
2,1331256181428428800,"කාලගුණ වාර්තාව-  2020.11.24 
#DGI #Government #Information #Department 
#News #weather alert @DMSriLanka https://t.co/mcMGFE1RVC",2020-11-24 15:19:41
3,1331213483568861186,Bill Gates තෙවැනි ස්ථානයට පත් කරමින් ලොව දෙවැනියට ධනවත්ම පුද්ගලයා වීමට Elon Musk සමත් වෙයි #TechNewsLK #SriLanka #News https://t.co/8tbjuncv95,2020-11-24 12:30:01
4,1331147579732717568,"රාජ්‍ය සේවා කොමිෂන් සභාවේ සාමාජිකයින් සම්බන්ධයෙන් ""මනුෂ,මරික්කාර්"" ඇසූ ප්‍රශ්න කතානායක වාරණය කරයි https://t.co/46QnQUK5gy #srilanka #lka #news #news #breaking #today #president",2020-11-24 08:08:09
5,1331088848210649089,"අද මව්බිම යං - Young Generation 
යූත් එකට ටෙක්නෝ ජොලි - Dropshipping වලින් ගොඩයන්නේ කොහොමද..?
🖋️ ශෙනායා හේවාගම

#mawbima #news Sri Lanka https://t.co/nRiWeTksn0",2020-11-24 04:14:46
6,1331048391996968960,"#WESTURN #Education 
බස්නාහිර තෙවන පාසල් වාරය...@SL Latest https://t.co/OboRWQJkIp via @YouTube",2020-11-24 01:34:00
7,1330862992053784579,"අද දින කොරෝනා රෝගීන් 204ක් වාර්තා වෙයි
#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl #Coronavirus #Covid #Corona #Staysafe #Socialdistancing #Virus #Coronav #Pandemic https://t.co/Az5W30oShT",2020-11-23 13:17:18
8,1330848934793646080,මොකක්ද මේ කියන්නේ?  🤔🤔🤔 #lka #news #SriLankan  #cmb #nethnews https://t.co/1BBlP5MXxl,2020-11-23 12:21:26
9,1330843178040254465,"කාලකන්නි, මෝඩ, වැඩ කරන්න බැහැ කියන ඌන මානසිකත්වයෙන් සිටින ගුරුවන්ගේ අවදානයට මෙය යොමුකළ යුතු නොවේද ? මෙවන් දරුවෙක් ඉහලට එසවීමට ඔහුන්ට තිබෙන දැනුම කොච්චරද ? #education @GotabayaR @GMOAMU @GYahampath @Neetwit",2020-11-23 11:58:34
10,1330830577457573889,හරීන් පාර්ලිමේන්තුවේ දී ජනාධිපතිගෙන් ඉල්ලූ විශේෂ ඉල්ලීම https://t.co/wN4EE5zqaN #srilanka #lka #news #news #breaking #today #president,2020-11-23 11:08:29
11,1330760497700892673,Twitter වල ඇති bug එකක් නිසාවෙන් අලුතින් පළ කරනු ලැබූ ඇතැම් Fleets පැය 24කින් ස්ව්‍යංක්‍රීයව මැකී නොයන බව වාර්තා වෙයි #TechNewsLK #SriLanka #News https://t.co/LHYb4G5fm2,2020-11-23 06:30:01
12,1330755506701545474,අළුතින් ‍Lockdown කර ඇති හා විවෘත වන නගර මෙන්න පොලිස් මාධ්‍ය ප්‍රකාශකගේ නවතම නිවේදනය https://t.co/MvbqF34E3H #srilanka #lka #news #news #breaking #today #president,2020-11-23 06:10:11
13,1330494950451138561,"කුරුණෑගල දිස්ත්‍රික්කයේ තැපැල් කටයුතු තාවකාලිකව අත්හිටුවීම
#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl #Coronavirus #Covid #Corona #Staysafe #Socialdistancing #Virus #Coronav #Pandemic https://t.co/qsRNYWpxnA https://t.co/c6pj8vC9V3",2020-11-22 12:54:50
14,1330488705233027072,Windows 7 වලට Chrome සඳහා සහාය ලබාදීමේ කාලසීමාව දීර්ඝ කිරීමට Google සමාගම තීරණය කරයි #TechNewsLK #SriLanka #News https://t.co/FHlIY6Zrjf,2020-11-22 12:30:01
15,1330440668372561921,"කුරුණෑගල දිස්ත්‍රික්කයේ තැපැල් කටයුතු තාවකාලිකව අත්හිටුවීම
#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl #Coronavirus #Covid #Corona #Staysafe #Socialdistancing #Virus #Coronav #Pandemic https://t.co/wOB28Wj0mg",2020-11-22 09:19:08
16,1330394194867785729,"""කොරෝනා මරණ නමයෙන් පහක් මැරුණේ කලින්""  

 #lka  #SriLanka #news #COVID19 #COVID19LK #COVID19SL #CovidDeaths https://t.co/vw3qP102jh",2020-11-22 06:14:28
17,1330391833365663747,"හෙට පාසල් ආරම්භය ගැන අධ්‍යාපන අමාත්‍යංශය ලේකම්වරයෙන් ප්‍රකාශයක් 
https://t.co/zff0mfwHDK 
#lka #School #Start #Education #ministry #FastNews",2020-11-22 06:05:05
18,1330381938121695233,"කොරෝනා මරණ නමයෙන් පහක් මැරුණේ කලින්"" 
#lka #SriLanka #news #COVID19 #COVID19LK #COVID19SL #CovidDeaths https://t.co/5HKy9WBi3E",2020-11-22 05:25:46
19,1330381624681361409,"විල්පත්තු තීන්දුවට එරෙහිව රිෂාඩ් ශ්‍රේෂ්ඨාධිකරණයට ! 
#lka #SriLanka #news #deforestation #rishadbathiudeen #environmentallaw https://t.co/WZLVFaDmyq",2020-11-22 05:24:31
20,1330381321789648897,"වරායේ තදබදයෙන් යුරෝපා නැව් ගාස්තු 50% කින් ඉහල ගිහින්
#lka #SriLanka #news #COVID19LK #COVID19SL #COVID19 #exports #imports https://t.co/qiuKokaAOP",2020-11-22 05:23:19
21,1330341984020598786,යාපනය පෙරපාසල් ගුරුවරුන් සමග ඔවුන්ගේ ගැටලු  සාකච්ඡා කරමින් #preschoolforall #Playgroup #Nursery #Kids #Education #Fun #PlayandLearn #ChildCare #TheSecondMother #learning https://t.co/kYOVuqlEX5,2020-11-22 02:47:00
22,1330226672885518336,මහනායක හිමියන්ට ගෞරව දක්වන්න විපක්ෂ නායක කළ ඉල්ලීමට කතානායක විරුද්ධ වෙයි https://t.co/zz00Q0WEcT #srilanka #lka #news #news #breaking #today #president,2020-11-21 19:08:47
23,1330052397406822400,"හැටෙන් ගියොත් තරුණයන්ට රැකියා ප්‍රශ්න 
#lka #news #unemployment #retirement #Budget2021 https://t.co/CKXoE1ymF8",2020-11-21 07:36:17
24,1330052172785082369,"අටුලුගමට යළිත් අගුළු වැටෙයි
#lka #news #COVID19 #Isolation #QuarantineLife https://t.co/WxY45ZDRWG",2020-11-21 07:35:23
25,1330023745168130050,"උණ බලන්නත් ඩ්‍රෝන ගන්න හදයි
#lka #SriLanka #news #Covid_19 #drones #dronetech https://t.co/GN0RIyCHQf",2020-11-21 05:42:26
26,1330003485660565506,"හෙරොයින් කිලෝග්‍රෑම් 100ක් සමග සැකකරුවන් 03ක් අත්අඩංගුවට

Read more &gt;&gt; https://t.co/B04vkR82Za

#AayuboN #lka #news #Srilanka #aayubonews #alert #heroine #drugs #police #arrest #100kg #weligama",2020-11-21 04:21:55
27,1329849165225070594,හිරේ දැම්මයි කියලා මේ වන්ෂොට්ගේ කට නවත්තන්න බෑ https://t.co/XofeQcVNRz #srilanka #lka #news #news #breaking #today #president,2020-11-20 18:08:43
28,1329831909677993986,"මිලදී ගැනීමට දැන්ම අමතන්න,
විජයසිරි ගිෆ්ට් සෙන්ටර් පානඳුර.
038 - 2232153

#tomahawk #ladiesbike #islandwide #kids #mountains #sports #bmx #kenstar #kenton #bicycles #bandnewbikes #srilanka https://t.co/zwssFEcGyg",2020-11-20 17:00:09
29,1329763934794989573,WhatsApp පරිශීලකයන් හට ඉදිරියේදී videos share කිරීමට පෙර mute කිරීමට විශේෂාංගයක් හඳුන්වාදීමට Whatsapp ආයතනය කටයුතු කරන ලකුණු #TechNewsLK #SriLanka #News https://t.co/Pc8oSoUuVF,2020-11-20 12:30:02
30,1329682981242494976,ජනාධිපති තුමා ජාතිය ඇමතීම කලේ 69 ලක්ෂයට විතරයි https://t.co/UXGFLgeb3W #srilanka #lka #news #news #breaking #today #president,2020-11-20 07:08:21
31,1329637646566453249,"මහජන සේවයේදී පොතේ නීතියට උඩින් යාම වරදක් නොවේ - ලලිත් වීරතුංග. #lka #SriLanka #news 

https://t.co/Bo1mwBzg5i",2020-11-20 04:08:13
32,1329579360269963267,"අපේ #SriLanka වෙන්නේ එකේ අනිත් පැත්ත. #JVP ගුරු සංගම් පිනට කන්න බලාගෙන ඉන්නවා #education බලධාරීන් පළමුව #schools වහගත්තා. මේ රටේ හැම දරුවෙක්ම, මේ රටේ අද්‍යාපනය අවුරුද්දක් පස්සට යැවුවා. @GotabayaR ජනාධිපතිතුමා මීටත් වඩා තද විදියට මේ ගැනනම් සිතිය යුතුමය.  පාසල් විවුර්ත විය යුතුමය https://t.co/llyvsffjBH",2020-11-20 00:16:36
33,1329579233908121601,"අපේ #SriLanka වෙන්නේ එකේ අනිත් පැත්ත. #JVP ගුරු සංගම් පිනට කන්න බලාගෙන ඉන්නවා #education බලධාරීන් පළමුව #schools වහගත්තා. මේ රටේ හැම දරුවෙක්ම, මේ රටේ අද්‍යාපනය අවුරුද්දක් පස්සට යැවුවා. @GotabayaR ජනාධිපතිතුමා මීටත් වඩා තද විදියට මේ ගැනනම් සිතිය යුතුමය.  පාසල් විවුර්ත විය යුතුමය https://t.co/cCQHXNUzYk",2020-11-20 00:16:06
0,1357667793454305287,Camera එක හරහා Heart rate එක හා හුස්ම ගැනීමේ වේගය මැනීමේ නව පහසුකමක් Pixel දුරකථන වලට එකතු කිරීමට Google සමාගම කටයුතු කරන ලකුණු #TechNewsLK #SriLanka #News https://t.co/AXBHol1K5U,2021-02-05 12:30:00
1,1357650848956973058,"කැළණිවැලි දුම්රිය මාර්ගයේ යන එන අයට සුබ පුවතක්...

#Transporte #trains #SLK #Union #news 
https://t.co/JlEL5MtQe7",2021-02-05 11:22:40
2,1357617932444917766,"මිහිඳු නිවහන නිවාස වැඩසටහන ගරු අග්‍රාමාත්‍ය මහින්ද රාජපක්ෂ මැතිතුමාගේ  ප්‍රධානත්වයෙන් පෙබරවාරි 07 වැනිදා  පෙ.ව. 09.30 ට, මොණරාගල, සියඹලාණ්ඩුව, බුද්ධම දී ඇරඹේ.
#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl https://t.co/XHqlBI50ff",2021-02-05 09:11:53
3,1357617824622137349,"හයිලෙවල් මාර්ග තදබදය‍ට පිළියමක් ලෙස කැළණිවැලියට නව දුම්රියක්
හෝමාගමින් පිටත් වීම පෙරවරු 7.00ට 
------------------------------------------------------------------------------
#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl https://t.co/5YZvlmxbwT",2021-02-05 09:11:27
4,1357587328747847681,"ශ්‍රී ලංකාවේ කොවිඩ්-19 ආසාදිතයින් වාර්තාවීම | දිස්ත්‍රික්ක ව්යාප්තිය | 2021-02-04
#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl #Coronavirus #Covid #Corona #Staysafe #Socialdistancing #Virus #Coronav #Pandemic https://t.co/DGeaYpo0Vn",2021-02-05 07:10:16
